Ticket number,Issue Date,RP State Plate,Make,Location,Violation code,Violation Description,Fine amount,Latitude,Longitude,year,csa,ami_category
4342135405,10/25/2018,CA,VOLK,701 FIGUEROA ST S,80.66.1D,RESTRICTED TAXI ZONE,68.0,34.04938700025321,-118.2598490008671,2018,Downtown,Low Income
4327834324,03/01/2018,CA,HOND,472 WITMER ST S,80.69B,NO PARKING,73.0,34.05646118387673,-118.26506212844664,2018,Westlake,Extremely Low Income
4334705981,06/25/2018,UT,HOND,3101 BARRINGTON AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.021283002337185,-118.43754354758396,2018,Mar Vista,Moderate Income
4345709196,12/24/2018,CA,DODG,2712 COUNCIL ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.07142285878331,-118.27693012294179,2018,Temple-Beaudry,Very Low Income
4328607043,03/19/2018,CA,HOND,6538 BARTON AVE W,80.69BS,NO PARK/STREET CLEAN,73.0,34.087721662096,-118.33375206077996,2018,Melrose,Very Low Income
4326440591,02/01/2018,CA,OTHR,5450 TUJUNGA AVE,80.69C,PARKED OVER TIME LIMIT,58.0,34.16971938216506,-118.37897100482634,2018,North Hollywood,Very Low Income
4337433203,08/17/2018,CA,VOLK,1502 WEST 228TH STREET,80.56E4+,RED ZONE,93.0,33.81902291365608,-118.30372538980788,2018,Harbor Gateway,Very Low Income
4324879635,01/22/2018,CA,CHRY,101 SOUTH WESTLAKE AVENUE,80.69BS,NO PARK/STREET CLEAN,73.0,34.06602600084456,-118.26885999921389,2018,Historic Filipinotown,Very Low Income
4326307915,02/23/2018,CA,TOYT,1611 BELOIT AVE,88.63B+,OFF STR/OVERTIME/MTR,58.0,34.04757062970998,-118.4479707769033,2018,West Los Angeles,Low Income
4343926882,11/29/2018,CA,FORD,6736 WHITSETT AVE,80.56E1,WHITE ZONE,58.0,34.19279399974824,-118.40524937162553,2018,North Hollywood,Very Low Income
4342014596,10/24/2018,CA,TOYT,715 SYCAMORE AVE N,80.58L,PREFERENTIAL PARKING,68.0,34.0617946775965,-118.34301536673551,2018,Hancock Park,Above Moderate Income
4328701775,04/20/2018,CA,JEEP,12900 BRENTWOOD TER,5204A-,DISPLAY OF TABS,25.0,34.04744499739699,-118.48603699782049,2018,Brentwood,Low Income
4333525582,05/31/2018,CA,LEXS,4635 VISTA DEL MONTE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.15508424394913,-118.44985251788988,2018,Sherman Oaks,Above Moderate Income
4330320282,04/12/2018,CA,VOLK,1287 CITRUS AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05054219712603,-118.34353900419082,2018,Mid-city,Low Income
4328542466,03/13/2018,CA,CADI,3601 CAHUENGA BL,88.13B+,METER EXP.,63.0,34.13515400313989,-118.36138200631774,2018,Hollywood Hills,Above Moderate Income
4337167671,08/16/2018,CA,HOND,21011 ROSCOE BLVD,80.56E4+,RED ZONE,93.0,34.21989324385248,-118.59093766465026,2018,Canoga Park,Low Income
4331169371,04/26/2018,CA,BMW,710 8TH ST E,88.13B+,METER EXP.,63.0,34.046631020799104,-118.25913479563528,2018,Downtown,Above Moderate Income
4338561043,08/14/2018,CA,HOND,14930 RAYEN ST,80.58L,PREFERENTIAL PARKING,68.0,34.231836672526114,-118.45795550747341,2018,Panorama City,Very Low Income
4342817172,10/30/2018,CA,DODG,2538 BURNSIDE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03303524102134,-118.36004633069048,2018,Alsace,Very Low Income
4325531453,02/08/2018,CA,TOYT,300 BOYD ST,5200,DISPLAY OF PLATES,25.0,34.04719400038279,-118.24423599926537,2018,Little Tokyo,Very Low Income
4329320645,03/27/2018,CA,TOYT,3807 2ND ST W,80.56E4+,RED ZONE,93.0,34.01804951134247,-118.31929263506665,2018,Leimert Park,Very Low Income
4323041310,02/14/2018,CA,TOYT,2059 YOSEMITE DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.13463266141325,-118.21278660610072,2018,Eagle Rock,Low Income
4326161442,02/20/2018,CA,CHEV,327 BREED ST N,80.69BS,NO PARK/STREET CLEAN,73.0,34.041826143490766,-118.21259402459083,2018,Boyle Heights,Extremely Low Income
4334277286,06/19/2018,CA,TOYT,6615 SYLMAR AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.19090408251556,-118.44653414498106,2018,Van Nuys,Very Low Income
4339869225,09/24/2018,CA,AUDI,1163 LOGAN ST,88.13B+,METER EXP.,63.0,34.0759471121667,-118.25917786361087,2018,Echo Park,Low Income
4324312985,01/04/2018,CA,TOYT,400 ALPINE ST,80.69AP+,NO STOP/STANDING,93.0,34.06233500056069,-118.23830900038152,2018,Chinatown,Extremely Low Income
4326412495,02/14/2018,CA,MERZ,2222 8TH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.036854279301046,-118.3260053068261,2018,West Adams,Very Low Income
4330223450,04/13/2018,CA,DODG,3320 73RD ST W,5204A-,DISPLAY OF TABS,25.0,33.97362194159354,-118.32996339148669,2018,Hyde Park,Extremely Low Income
4339730872,10/04/2018,CA,FORD,8157 ETIWANDA AVE,80.58L,PREFERENTIAL PARKING,68.0,34.21858866485544,-118.53173605634846,2018,Reseda,Low Income
4333278401,05/30/2018,CA,TOYT,6821 CLINTON STREET,80.58L,PREFERENTIAL PARKING,68.0,34.08187518444918,-118.34081397954627,2018,Melrose,Low Income
4344913311,12/18/2018,CA,TOYT,146 DETROIT ST S,80.69BS,NO PARK/STREET CLEAN,73.0,34.07238510127387,-118.34512865330638,2018,Melrose,Above Moderate Income
4326671182,03/05/2018,CA,LEXS,215 FLORENCE AVE W,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,33.974682650859926,-118.27644506511464,2018,Florence-Firestone,Very Low Income
4327590050,02/20/2018,CA,HYUN,1704 HARVARD BLVD S,80.58L,PREFERENTIAL PARKING,68.0,34.04231749873241,-118.30430776379708,2018,Harvard Heights,Very Low Income
4328470661,04/02/2018,CA,HOND,3350 WILSHIRE BLVD,5200,DISPLAY OF PLATES,25.0,34.061769308828566,-118.2958754637342,2018,Koreatown,Extremely Low Income
4338470916,09/04/2018,CA,HOND,1201 LAVETA TER,88.13B+,METER EXP.,63.0,34.07547700076908,-118.2562390000356,2018,Echo Park,Low Income
1109777966,03/23/2018,CA,CHEV,3615 WONDER VIEW DR,5204A,EXPIRED TAGS,25.0,34.13326038672798,-118.33609728494892,2018,Hollywood Hills,Above Moderate Income
4321859802,01/08/2018,CA,VOLK,8448 W BLACKBURN AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.072176310711676,-118.37406281634343,2018,Carthay,Above Moderate Income
4341536382,10/18/2018,CA,TOYT,14239 ROSCOE BLVD,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.22160452988446,-118.44368342303677,2018,Panorama City,Low Income
4324999685,01/23/2018,CA,KIA,1101 FIGUEROA PL,88.13B+,METER EXP.,63.0,33.781392262323635,-118.28097586600843,2018,Wilmington,Very Low Income
4343649310,11/25/2018,CA,TOYT,8413 LOYOLA BLVD,80.73.2,EXCEED 72HRS-ST,68.0,33.96179750593919,-118.4166823460673,2018,Westchester,Above Moderate Income
4331434435,05/02/2018,CA,LEXS,12900 MARCO PL,5204A-,DISPLAY OF TABS,25.0,34.0044610015323,-118.44476900266109,2018,Mar Vista,Above Moderate Income
4327039021,02/15/2018,CA,TOYT,11330 MISSISSIPPI AVE,80.58L,PREFERENTIAL PARKING,68.0,34.03920537311758,-118.44303937884123,2018,West Los Angeles,Above Moderate Income
4344819824,12/07/2018,CA,BMW,14501 ADDISON ST,88.13B+,METER EXP.,63.0,34.16122900025953,-118.44869800627035,2018,Sherman Oaks,Low Income
4335602073,06/29/2018,PA,CHEV,1124 LEMOYNE ST,80.58L,PREFERENTIAL PARKING,68.0,34.07591278891836,-118.26038309350479,2018,Echo Park,Low Income
4343051171,11/08/2018,CA,HOND,7646 SEPULVEDA BLVD,80.69C,PARKED OVER TIME LIMIT,58.0,34.20928863801327,-118.4661999257562,2018,Van Nuys,Very Low Income
4330108613,04/16/2018,CA,JAGU,820 SANTEE ST S,88.13B+,METER EXP.,63.0,34.04106857326862,-118.25201878016117,2018,Wholesale District,Very Low Income
4328275416,03/14/2018,CA,HOND,618 ACANTO ST,22500F,PARKED ON SIDEWALK,68.0,34.0764837627645,-118.46805882119766,2018,Bel Air,Above Moderate Income
4326520531,02/26/2018,CA,TOYT,2060 BURNSIDE AVE S,80.69BS,NO PARK/STREET CLEAN,73.0,34.039289653374404,-118.35796948990235,2018,Cloverdale/Cochran,Low Income
4344268740,12/04/2018,CA,BMW,100 VENICE WAY,88.13B+,METER EXP.,63.0,33.98746699924227,-118.47201699753171,2018,Venice,Low Income
4331885950,05/25/2018,CA,TOYT,900 HILL ST S,80.56E4+,RED ZONE,93.0,34.04302300022418,-118.25712599925589,2018,Downtown,Very Low Income
4334997962,07/04/2018,CA,FORD,2735 LONDON ST,80.69AP+,NO STOP/STANDING,93.0,34.0764761835563,-118.27533024532853,2018,Temple-Beaudry,Low Income
4336955431,08/07/2018,CA,KIA,815 N EL CENTRO AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.085568541561656,-118.32442587765726,2018,Melrose,Low Income
4325745056,02/07/2018,CA,FORD,1142 BEACHWOOD DR N,5204A-,DISPLAY OF TABS,25.0,34.09153185713603,-118.32117757423387,2018,Hollywood,Very Low Income
4328198044,03/13/2018,CA,TOYT,11100 CHANDLER BL,88.13B+,METER EXP.,63.0,34.168097000638184,-118.37245900457577,2018,North Hollywood,Extremely Low Income
1126223033,12/11/2018,CA,JEEP,6201 W FOUNTAIN AVE,8069BS,NO PARK/STREET CLEAN,73.0,34.094375000334644,-118.32445900193288,2018,Hollywood,Extremely Low Income
4333401505,05/31/2018,CA,HOND,2530 6TH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03382209993454,-118.32361616603058,2018,West Adams,Very Low Income
4335651596,07/12/2018,CA,HOND,730 LA CIENEGA BLVD N,80.69B,NO PARKING,73.0,34.08444472723632,-118.37648404619299,2018,Melrose,Low Income
4325964462,01/31/2018,CA,TOYT,4020 COMPTON AVE,80.69A+,STOP/STAND PROHIBIT,93.0,34.01066222497734,-118.24970123207325,2018,Vernon Central,Very Low Income
4338885751,09/12/2018,CA,FORD,5220 SANTA MONICA BL,88.13B+,METER EXP.,63.0,34.09080292533809,-118.30378161830116,2018,Melrose,Extremely Low Income
4341679613,10/11/2018,CA,FORD,11271 OTSEGO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.16297545583135,-118.37664748824302,2018,North Hollywood,Low Income
4327356891,03/02/2018,CA,BUIC,4419 LANKERSHIM BOULEVARD,80.56E4+,RED ZONE,93.0,34.15090340047907,-118.36616660250152,2018,Toluca Lake,Low Income
4343975204,12/19/2018,CA,TOYT,3777 MENTONE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.02044096207764,-118.40545448602764,2018,Palms,Low Income
4324247373,01/17/2018,ND,TOYT,4505 BRUNSWICK AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.13348174740417,-118.26900949928292,2018,Atwater Village,Very Low Income
4330950540,04/21/2018,CA,MERZ,1201 OLIVE ST S,5200,DISPLAY OF PLATES,25.0,34.039436999830286,-118.26221199911093,2018,Downtown,Above Moderate Income
4324304655,01/09/2018,CA,TOYT,1114 8TH ST E,22500H,DOUBLE PARKING,68.0,34.04962987015779,-118.26748986947008,2018,Westlake,Extremely Low Income
4324924015,01/22/2018,CA,HOND,6218 W LEXINGTON AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.09255690123046,-118.32485159339878,2018,Hollywood,Extremely Low Income
4342512436,10/28/2018,CA,MNNI,10800 WEYBURN AV,5204A-,DISPLAY OF TABS,25.0,34.06165699729725,-118.44040900440221,2018,Westwood,Very Low Income
4328893811,04/09/2018,CA,MERZ,13038 SAN VICENTE BLVD,5200,DISPLAY OF PLATES,25.0,34.04848518560654,-118.49074391841401,2018,Brentwood,Low Income
4331237665,05/07/2018,CA,CHEV,301 BOYD ST,80.69AP+,NO STOP/STANDING,93.0,34.04719400038279,-118.24423599926537,2018,Little Tokyo,Very Low Income
4327587294,03/13/2018,CA,TOYT,7801 ROSEWOOD AV,5200,DISPLAY OF PLATES,25.0,34.08019999947625,-118.35941399929406,2018,Melrose,Low Income
4329235153,04/17/2018,CA,NISS,1150 COLE AVE,22502A,18 IN. CURB/2 WAY,63.0,34.091657020394614,-118.32987834867565,2018,Hollywood,Low Income
4330269171,04/23/2018,CA,TOYT,710 LONGWOOD AVE,80.58L,PREFERENTIAL PARKING,68.0,34.061710571158436,-118.33666857218988,2018,Hancock Park,Above Moderate Income
4341511856,10/23/2018,MD,NISS,160 LA BREA AVE S,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.07202495966525,-118.34402793955215,2018,Hancock Park,Above Moderate Income
4342963203,10/29/2018,MS,TOYT,3701 DUNN DR,88.13B+,METER EXP.,63.0,34.025216998766744,-118.40131400177279,2018,Palms,Above Moderate Income
4324971162,01/25/2018,CA,MITS,5945 MATILIJA AVE,80.69B,NO PARKING,73.0,34.17838908315463,-118.43342790222728,2018,Sherman Oaks,Very Low Income
4333068084,06/01/2018,CA,HOND,1001 ECHO PARK AVENUE,80.69BS,NO PARK/STREET CLEAN,73.0,34.074064499814064,-118.25903674390057,2018,Echo Park,Low Income
4331420962,05/17/2018,CA,FORD,10500 MISSOURI AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05409199772061,-118.4255410024349,2018,Century City,Above Moderate Income
4337748726,08/24/2018,CA,TOYT,7708 VARNA AVE,80.58L,PREFERENTIAL PARKING,68.0,34.21072364781159,-118.42470687260601,2018,North Hollywood,Low Income
4333343022,06/14/2018,CA,TOYT,501 MESA ST S,88.13B+,METER EXP.,63.0,33.739654253832725,-118.28569093447348,2018,San Pedro,Extremely Low Income
4341914555,10/23/2018,CA,TOYT,7244 HILLSIDE AVE,80.56E1,WHITE ZONE,58.0,34.10461078366716,-118.34675644459314,2018,Hollywood Hills,Low Income
4329944334,04/10/2018,CA,BUIC,309 GRAND VIEW ST,80.56E1,WHITE ZONE,58.0,34.06392940771472,-118.27473243065393,2018,Westlake,Very Low Income
4335143525,06/25/2018,NE,CHEV,716 MARTEL AVE N,80.58L,PREFERENTIAL PARKING,68.0,34.08386828540858,-118.3511074896299,2018,Melrose,Above Moderate Income
4340862982,10/09/2018,CA,TOYT,123 AVE 57 N,88.63B+,OFF STR/OVERTIME/MTR,58.0,34.10977323922502,-118.19300963508562,2018,Highland Park,Low Income
4325707993,02/22/2018,CA,JEEP,1601 ORANGE DR N,80.58L,PREFERENTIAL PARKING,68.0,34.09920999929624,-118.34138500054138,2018,Hollywood,Low Income
4342037534,11/05/2018,CA,OTHR,1235 STANFORD AVE S,80.56E4+,RED ZONE,93.0,34.0317974291118,-118.25010743073071,2018,Wholesale District,Very Low Income
4327477350,03/08/2018,CA,ACUR,1351 20TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,34.03817404904963,-118.28552432047792,2018,West Adams,Very Low Income
4342857606,11/21/2018,CA,KIA,3101 CANYON LAKE DR,22514,FIRE HYDRANT,68.0,34.12580299760176,-118.32556800110869,2018,Hollywood Hills,Above Moderate Income
4328501586,03/27/2018,CA,TOYT,17700 PRAIRIE ST,5200,DISPLAY OF PLATES,25.0,34.23949099854578,-118.51997299687558,2018,Northridge,Above Moderate Income
4322775730,01/05/2018,CA,FORD,1159N MOHAWK ST,80.58L,PREFERENTIAL PARKING,68.0,34.078345749782315,-118.26511744074354,2018,Silverlake,Very Low Income
4324514390,01/05/2018,CA,TOYT,5901 98TH ST W,88.13B+,METER EXP.,63.0,33.94734400065201,-118.3859700037969,2018,Westchester,Very Low Income
4327735311,03/09/2018,CA,DODG,11101 WEDDINGTON ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.16699499922222,-118.37245600478987,2018,North Hollywood,Extremely Low Income
4334399775,06/26/2018,CA,BMW,7357 FRANKLIN AVE W,80.69BS,NO PARK/STREET CLEAN,73.0,34.103442999762834,-118.35025000005774,2018,Hollywood,Low Income
4338043824,08/30/2018,CA,HOND,11640 GORHAM AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.054968199091476,-118.4648516007003,2018,Brentwood,Above Moderate Income
4344943890,11/30/2018,CA,TOYT,3421 5TH ST E,80.69BS,NO PARK/STREET CLEAN,73.0,34.03217292487264,-118.19737483077829,2018,Boyle Heights,Low Income
4334438662,06/19/2018,NE,PTRB,945 BIRCH ST S,22500H,DOUBLE PARKING,68.0,34.03097836533883,-118.2421579125475,2018,Wholesale District,Very Low Income
4340371276,10/03/2018,CA,LEXS,1645 SIERRA BONITA AVE N,80.58L,PREFERENTIAL PARKING,68.0,34.10065444892335,-118.35393414259134,2018,Hollywood,Low Income
4322609594,01/05/2018,CA,TOYT,300 HELIOTROPE DR,88.13B+,METER EXP.,63.0,34.076310999761745,-118.29555800151793,2018,Wilshire Center,Very Low Income
4333718410,06/20/2018,NV,NISS,1200 E 5TH ST,80.69B,NO PARKING,73.0,34.04165999992233,-118.23620499941478,2018,Wholesale District,Above Moderate Income
4325472196,02/12/2018,CA,TOYT,1901 VINE STREET,80.69B,NO PARKING,73.0,34.1056200000588,-118.32521400296413,2018,Hollywood Hills,Very Low Income
4341448160,10/09/2018,CA,TOYT,341 LA BREA AVE S,22507.8A-,DISABLED PARKING/NO DP ID,363.0,34.06807381584808,-118.34402077549476,2018,Hancock Park,Above Moderate Income
4329363592,04/11/2018,CA,LEXS,206 9TH ST E,80.69AP+,NO STOP/STANDING,93.0,34.04240830778804,-118.25618376960679,2018,Downtown,Very Low Income
4342059186,10/31/2018,CA,TOYT,4353 5TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,34.065325000534756,-118.31410675139907,2018,Hancock Park,Low Income
1122294095,08/19/2018,CA,TOYO,420 S ALVARADO,4000A1,NO EVIDENCE OF REG,50.0,34.061100337744044,-118.27385802896822,2018,Westlake,Very Low Income
4326959394,02/23/2018,CA,ACUR,815 SOUTH BURLINGTON AVENUE,5200,DISPLAY OF PLATES,25.0,34.05315835629881,-118.2746215344286,2018,Westlake,Extremely Low Income
4337610874,07/31/2018,CA,LEXS,8210 ETIWANDA AVE,80.58L,PREFERENTIAL PARKING,68.0,34.21942926821523,-118.53171009641429,2018,Reseda,Low Income
4333510532,06/01/2018,CA,TOYT,4985 NOVGOROD ST,80.69AP+,NO STOP/STANDING,93.0,34.0896546350526,-118.17569536660982,2018,El Sereno,Very Low Income
4332355473,05/29/2018,CA,JEEP,225 AVENUE 25 N,80.69BS,NO PARK/STREET CLEAN,73.0,34.07831291301844,-118.21830694062321,2018,Lincoln Heights,Very Low Income
4331410860,04/23/2018,CA,CHEV,11034 LANDALE ST,5200,DISPLAY OF PLATES,25.0,34.151376739961485,-118.37176264514339,2018,North Hollywood,Low Income
4330965380,05/15/2018,CA,FORD,405 FLORENCE AVE E,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,33.97466399801791,-118.2809210034581,2018,Vermont Knolls,Very Low Income
4342361376,11/07/2018,CA,TOYT,2839 EASTERN AVE,80.69AA+,NO STOP/STAND,93.0,34.0794331061842,-118.17802610683142,2018,El Sereno,Low Income
4344314181,11/16/2018,CA,MERZ,3771 WASATCH AVE,80.54H1,OVNIGHT PRK W/OUT PE,68.0,34.003743820612826,-118.43610299906163,2018,Mar Vista,Above Moderate Income
4339060751,09/18/2018,CA,MAZD,410 8TH ST W,80.69AP+,NO STOP/STANDING,93.0,34.04453749983978,-118.25589299981682,2018,Downtown,Low Income
4340676163,10/10/2018,CA,LEXS,600 ARDMORE AVE,80.66.1D,RESTRICTED TAXI ZONE,68.0,34.082066545460975,-118.30169436544546,2018,Melrose,Very Low Income
4340490766,10/03/2018,CA,TOYT,5746 INTERCEPTOR ST,80.69BS,NO PARK/STREET CLEAN,73.0,33.95522959377833,-118.38208587932145,2018,Westchester,Very Low Income
4338602273,08/10/2018,CA,NISS,14524 RAYMER STREET,5204A-,DISPLAY OF TABS,25.0,34.21179096701382,-118.45044332386271,2018,Van Nuys,Very Low Income
4344354932,11/23/2018,CA,CHEV,1901 PARK GROVE AVE,80.56E1,WHITE ZONE,58.0,34.03626899685369,-118.27620300418074,2018,University Park,Extremely Low Income
4345678444,12/26/2018,CA,LEXS,1255 VERMONT AVE N,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.09469325938144,-118.2917467426887,2018,East Hollywood,Very Low Income
4341144651,10/19/2018,CA,MERZ,3237 SUNSET BL,5204A-,DISPLAY OF TABS,25.0,34.08579290976746,-118.27500708959508,2018,Silverlake,Above Moderate Income
4330115020,05/23/2018,CA,TOYT,520 SERRANO AVE S,80.69BS,NO PARK/STREET CLEAN,73.0,34.08025510161496,-118.3069024301569,2018,Melrose,Very Low Income
4332371831,05/09/2018,CA,NISS,5727 ZELZAH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.1746053887108,-118.5219208902319,2018,Encino,Low Income
4332027700,05/17/2018,CA,MERZ,1400 BUNDY DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.08332426393863,-118.48419303389807,2018,Brentwood,Above Moderate Income
4345018672,12/06/2018,MD,GMC,6701 DREXEL AV,88.13B+,METER EXP.,63.0,34.06961400043694,-118.37369999953644,2018,Carthay,Above Moderate Income
4338278350,08/30/2018,CA,TOYT,4815 WOODLEY AVENUE,80.69B,NO PARKING,73.0,34.15775403168085,-118.48361808414973,2018,Encino,Above Moderate Income
4329066313,03/16/2018,CA,TOYT,1311 228TH ST,80.69BS,NO PARK/STREET CLEAN,73.0,33.818997087246345,-118.29936169348396,2018,Harbor Gateway,Very Low Income
4337845820,08/27/2018,CA,MERZ,6420 COLGATE AVE W,80.58L,PREFERENTIAL PARKING,68.0,34.069472474384476,-118.36509283573008,2018,Carthay,Above Moderate Income
4327627780,03/03/2018,CA,AUDI,13604 VENTURA BL,88.13B+,METER EXP.,63.0,34.14776106364756,-118.42965778069318,2018,Sherman Oaks,Above Moderate Income
4335907111,07/22/2018,CA,CHEV,803 74TH ST E,80.56E4+,RED ZONE,93.0,33.972674808171675,-118.28712929323484,2018,Vermont Knolls,Very Low Income
4331088436,04/28/2018,CA,HOND,1338 DOUGLAS ST,80.56E4+,RED ZONE,93.0,34.07530614281468,-118.25100857200634,2018,Echo Park,Low Income
4323074641,01/02/2018,CA,TOYT,3605 COSMOPOLITAN ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.075338960081545,-118.28796432875372,2018,Wilshire Center,Very Low Income
4341813442,10/24/2018,CA,HOND,10620 VICTORY BLVD,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.18643540263471,-118.36214587774987,2018,North Hollywood,Low Income
4336214945,07/23/2018,CA,TOYT,961 ARAPAHOE ST,5204A-,DISPLAY OF TABS,25.0,34.05342499967474,-118.28539208319546,2018,Pico-Union,Very Low Income
4328623924,04/03/2018,CA,NISS,12602 MERCER STREET,22500E,BLOCKING DRIVEWAY,68.0,34.27962470897552,-118.40792430370864,2018,Pacoima,Very Low Income
4325397661,03/06/2018,CA,CHEV,2507 ALTA STREET,80.69BS,NO PARK/STREET CLEAN,73.0,34.07562118374293,-118.20395973717612,2018,Lincoln Heights,Very Low Income
4333424325,07/31/2018,CA,DODG,20222 SATICOY ST,80.69C,PARKED OVER TIME LIMIT,58.0,34.208327322310375,-118.57369977592494,2018,Winnetka,Low Income
4334542730,06/11/2018,CA,CHEV,527 101ST ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.944620347033194,-118.28318161390784,2018,Vermont Vista,Very Low Income
4335239134,07/14/2018,CA,GMC,702 UNION AVE S,80.56E4+,RED ZONE,93.0,34.0538374289537,-118.27117800096276,2018,Westlake,Extremely Low Income
4329578175,03/24/2018,CA,HOND,6023 WHITSETT AVE,80.69A+,STOP/STAND PROHIBIT,93.0,34.179813780005944,-118.40524711390137,2018,North Hollywood,Low Income
4329594765,04/25/2018,CA,VOLK,738 SOUTH NEW HAMPSHIRE AVENUE,80.53,PARKED IN PARKWAY,63.0,34.05898472928507,-118.29288406772815,2018,Koreatown,Very Low Income
4326564200,02/16/2018,CA,TOYT,13721 WYANDOTTE ST,80.61,STANDNG IN ALLEY,68.0,34.20306123216646,-118.43172386378065,2018,Van Nuys,Very Low Income
4344583342,11/29/2018,CA,LEXS,7201 MELROSE AV,88.13B+,METER EXP.,63.0,34.08347799944111,-118.34621899999058,2018,Melrose,Low Income
4343605910,11/23/2018,CA,HYUN,225 SOTO ST N,80.69AA+,NO STOP/STAND,93.0,34.042033800277814,-118.21084313589904,2018,Boyle Heights,Very Low Income
4324480904,01/04/2018,CA,FORD,12300 SATICOY ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.20847506347037,-118.40134294560725,2018,North Hollywood,Very Low Income
1109372154,04/15/2018,CA,HOND,8401 WINNETKA AVE,8056E4,RED ZONE,93.0,34.222169995923494,-118.57103799282051,2018,Winnetka,Above Moderate Income
4341713386,10/19/2018,CA,MERZ,11950 IDAHO AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03974799761603,-118.4598009993955,2018,West Los Angeles,Above Moderate Income
4329229656,03/23/2018,CA,TOYT,10741 CAMARILLO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.15765450312441,-118.36503850381466,2018,Toluca Lake,Low Income
4336260670,07/25/2018,CA,HOND,142 SOUTH WETHERLY DRIVE,80.58L,PREFERENTIAL PARKING,68.0,34.07492987892467,-118.38873393970695,2018,Carthay,Very Low Income
4325680074,01/25/2018,CA,MERZ,10501 PICO BL W,88.13B+,METER EXP.,63.0,34.04524199864539,-118.41890100301443,2018,Cheviot Hills,Above Moderate Income
4329778014,04/05/2018,CA,MNNI,4205 CENTINELA AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.99609244949802,-118.42739465359466,2018,Del Rey,Low Income
4326649530,02/21/2018,CA,MERZ,123 AVE 57 N,88.63B+,OFF STR/OVERTIME/MTR,58.0,34.10977323922502,-118.19300963508562,2018,Highland Park,Low Income
4337115440,07/26/2018,CA,HOND,7248 KELVIN AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.20184509845416,-118.58627693236333,2018,Winnetka,Very Low Income
4330934974,04/30/2018,CA,CHRY,2750 HOSTETTER ST,80.69AA+,NO STOP/STAND,93.0,34.02496848003158,-118.21836023392015,2018,Boyle Heights,Very Low Income
4338506056,08/24/2018,CA,HOND,4330 FINLEY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.10769884503285,-118.28408100251814,2018,Silverlake,Above Moderate Income
1116586925,03/09/2018,NC,HOND,629 N BELMONT AVE,024,22514,68.0,34.071318135191575,-118.26217886629522,2018,Temple-Beaudry,Very Low Income
4330551584,05/01/2018,WA,FORD,439 LUCERNE BLVD N,80.69C,PARKED OVER TIME LIMIT,58.0,34.078119817917056,-118.32483497137031,2018,Melrose,Low Income
4345204356,12/19/2018,CA,AUDI,160 SYCAMORE AVE N,80.58L,PREFERENTIAL PARKING,68.0,34.07202795959441,-118.3429379385819,2018,Hancock Park,Above Moderate Income
4325909836,02/10/2018,CA,NISS,1600 JAMES M WOOD BL,88.13B+,METER EXP.,63.0,34.05083400028489,-118.2731450004529,2018,Westlake,Extremely Low Income
4342156173,10/18/2018,CA,DODG,6910 W SANTA MONICA BL,88.13B+,METER EXP.,63.0,34.09070569467995,-118.34055428524545,2018,Melrose,Very Low Income
4341548234,10/15/2018,CA,STRN,215 WINSTON ST,80.56E4+,RED ZONE,93.0,34.04646037480482,-118.24676641844701,2018,Little Tokyo,Very Low Income
