Ticket number,Issue Date,RP State Plate,Make,Location,Violation code,Violation Description,Fine amount,Latitude,Longitude,year,csa,ami_category
4550817084,06/29/2022,CA,HOND,1269 VERMONT AV N,5204A-,DISPLAY OF TABS,25.0,34.094965222385454,-118.29174777983962,2022,East Hollywood,Very Low Income
4552354310,07/20/2022,CA,LEXS,1701 42ND ST W,80.69BS,NO PARK/STREET CLEAN,73.0,34.00727099660799,-118.30891399780809,2022,West Vernon,Very Low Income
4550276931,06/23/2022,CA,KIA,9615 GRANDEE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.94920674480727,-118.24347005182264,2022,Watts,Extremely Low Income
4549547365,05/25/2022,CA,CHEV,800 LANZIT AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.93373899628799,-118.26021300275787,2022,Century Palms/Cove,Very Low Income
4550582481,06/10/2022,CA,KIA,4814 ST ANDREWS PL S,80.69B,NO PARKING,73.0,33.99991985470092,-118.3113321406771,2022,West Vernon,Very Low Income
4555926535,09/19/2022,CA,VOLK,401 COLLEGE ST,88.13B+,METER EXP.,63.0,34.06401499928117,-118.23746499955752,2022,Chinatown,Extremely Low Income
4543305502,02/09/2022,CA,TOYT,10308 BEACH ST,80.69BS,NO PARK/STREET CLEAN,73.0,33.943003975301835,-118.24202548578674,2022,Watts,Very Low Income
4549938422,06/01/2022,CA,TOYT,1301 6TH AVE,80.69B,NO PARKING,73.0,33.99241900035152,-118.46653900092178,2022,Venice,Above Moderate Income
4544859502,03/03/2022,CA,HOND,1401 HOPE ST S,88.13B+,METER EXP.,63.0,34.0377201548236,-118.26679669888537,2022,Downtown,Very Low Income
4545904720,03/23/2022,CA,CHEV,8220 WOODMAN AVE,22507.8A-,DISABLED PARKING/NO DP ID,363.0,34.219988088686456,-118.43222609770108,2022,Panorama City,Very Low Income
4544833790,03/05/2022,CA,SUBA,6444 YORK BL,80.69C,PARKED OVER TIME LIMIT,58.0,34.11391239859168,-118.18003520158987,2022,Highland Park,Low Income
4545332853,03/23/2022,CA,VOLK,911 FICKETT ST N,80.69BS,NO PARK/STREET CLEAN,73.0,34.05130375548331,-118.2024029623662,2022,Boyle Heights,Low Income
4544363681,02/25/2022,CA,TOYT,100 AVENUE 57 W,88.13B+,METER EXP.,63.0,34.109561994780464,-118.19285900190094,2022,Highland Park,Low Income
4545827834,03/19/2022,CA,HOND,1132 MESA ST S,80.56E4+,RED ZONE,93.0,33.73392589983066,-118.28572219098753,2022,San Pedro,Very Low Income
4552806952,07/27/2022,CA,HOND,500 HARLEM PL,80.61,STANDNG IN ALLEY,68.0,34.04703900005609,-118.24907799966392,2022,Downtown,Very Low Income
4555769282,09/19/2022,CA,INFI,640 SAN JULIAN ST S,80.69AA+,NO STOP/STAND,93.0,34.04187318600622,-118.24689608464571,2022,Wholesale District,Extremely Low Income
4546070793,03/24/2022,CA,PORS,4200 MURIETTA AV,88.13B+,METER EXP.,63.0,34.146472000767616,-118.43825800253543,2022,Sherman Oaks,Low Income
4541646734,01/22/2022,CA,CADI,13501 VENTURA BL,88.13B+,METER EXP.,63.0,34.14734600243713,-118.42715700549877,2022,Sherman Oaks,Above Moderate Income
4541298436,01/06/2022,CA,TOYT,1740 PENMAR AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.00197400157424,-118.45661199913425,2022,Venice,Above Moderate Income
4554860214,09/02/2022,CA,CHEV,18300 COLLINS ST,80.56E4+,RED ZONE,93.0,34.17489600265938,-118.53081799780553,2022,Encino,Low Income
4549123224,05/25/2022,CA,HOND,1100 LAS PALMAS AV N,88.13B+,METER EXP.,63.0,34.090715999643,-118.33628300061736,2022,Melrose,Very Low Income
4542230910,02/15/2022,CA,ACUR,400 CORONADO ST N,80.61,STANDNG IN ALLEY,68.0,34.06482100057116,-118.27856300132358,2022,Westlake,Very Low Income
4546011164,03/24/2022,CA,JAGU,9825 BANDERA ST S,5204A-,DISPLAY OF TABS,25.0,33.94711118476144,-118.23966084322413,2022,Watts,Extremely Low Income
4544018813,02/22/2022,CA,TOYT,3600 6TH ST W,80.56E4+,RED ZONE,93.0,34.06356699938218,-118.30035800183768,2022,Little Bangladesh,Extremely Low Income
4543997695,03/09/2022,CA,DODG,3600 PICO BL W,88.13B+,METER EXP.,63.0,34.047218998487786,-118.32008700397542,2022,Victoria Park,Extremely Low Income
4550536815,06/16/2022,CA,CHEV,4355 MAMMOTH AVE,80.56E4+,RED ZONE,93.0,34.149490856115,-118.43256593114496,2022,Sherman Oaks,Above Moderate Income
4554823965,09/12/2022,CA,JEEP,6443 ORANGE DR N,80.69BS,NO PARK/STREET CLEAN,73.0,34.064861097962755,-118.3687552710587,2022,Carthay,Above Moderate Income
4546546550,04/08/2022,CA,TOYT,6600 PACIFIC AV,22502A,18 IN. CURB/2 WAY,63.0,33.960244999224585,-118.4516100012613,2022,Playa Del Rey,Above Moderate Income
4556439145,10/04/2022,CA,TOYT,725 27TH ST W,80.69C,PARKED OVER TIME LIMIT,58.0,33.71969665632845,-118.29229481422544,2022,San Pedro,Low Income
4550475871,06/25/2022,FL,CHEV,11201 MASSACHUSETTS AV,88.13B+,METER EXP.,63.0,34.04765899677336,-118.44804700219665,2022,West Los Angeles,Low Income
4546456832,04/01/2022,CA,TSMR,1000 SWARTHMORE AV,88.13B+,METER EXP.,63.0,34.047378996485655,-118.52581000048811,2022,Pacific Palisades,Above Moderate Income
4541452252,01/11/2022,CA,FORD,8844 ORION AVE,80.69AP+,NO STOP/STANDING,93.0,34.23094054337823,-118.4720025422424,2022,North Hills,Very Low Income
4544825073,03/09/2022,CA,MAZD,601 GRAMERCY PL S,88.13B+,METER EXP.,63.0,34.063518000382025,-118.31280800191529,2022,Wilshire Center,Very Low Income
4543925164,03/15/2022,CA,FORD,4821 10TH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.99992478109733,-118.32813540116025,2022,Leimert Park,Low Income
4551831572,07/07/2022,CA,HOND,412 COCHRAN AVE S,5204A-,DISPLAY OF TABS,25.0,34.06675799996758,-118.34722175720546,2022,Miracle Mile,Low Income
4546563162,04/01/2022,CA,FORD,11000 HARTSOOK ST,5204A-,DISPLAY OF TABS,25.0,34.16393900293294,-118.37063300453728,2022,North Hollywood,Low Income
4545247803,03/14/2022,CA,ACUR,14701 GILMORE ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.18764800111072,-118.45308200264516,2022,Van Nuys,Very Low Income
4550271132,06/15/2022,CA,CHEV,7800 RESEDA BLVD,80.69BS,NO PARK/STREET CLEAN,73.0,34.2120140029693,-118.53606499863152,2022,Reseda,Low Income
4543550421,02/18/2022,CA,FORD,827 CARONDELET ST S,80.69BS,NO PARK/STREET CLEAN,73.0,34.05637340901133,-118.28231592426226,2022,Westlake,Extremely Low Income
4555711926,09/19/2022,CA,MERZ,3110 SAWTELLE BL,80.69BS,NO PARK/STREET CLEAN,73.0,34.02529216151764,-118.43065575641805,2022,Mar Vista,Moderate Income
4545067811,03/15/2022,CA,CHEV,1519 FLORENCE AVE,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,33.97457279843136,-118.30307620019016,2022,Vermont Knolls,Very Low Income
4547367053,04/17/2022,NC,DODG,1100 BROADWAY  S,22507.8A-,DISABLED PARKING/NO DP ID,363.0,34.03962100007848,-118.25896799920696,2022,Downtown,Above Moderate Income
4542808410,02/04/2022,CA,NISS,901 TIVERTON AV,88.13B+,METER EXP.,63.0,34.06372399815362,-118.44243700306703,2022,Westwood,Above Moderate Income
4556442973,10/07/2022,CA,JEEP,4600 COLDWATER CANYON AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.15398800219923,-118.41377500288927,2022,Sherman Oaks,Above Moderate Income
4556532584,10/03/2022,CA,HYUN,1600 78TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.969072995126965,-118.30463299882958,2022,Vermont Knolls,Very Low Income
4554268471,08/17/2022,CA,TOYT,4307 EDENHURST AV,80.69BS,NO PARK/STREET CLEAN,73.0,34.1312695743413,-118.27017842500919,2022,Atwater Village,Very Low Income
4548213423,05/03/2022,CA,TOYT,960 3RD ST E,22500.1+,PARKED IN FIRE LANE,63.0,34.05579612211793,-118.25545055707326,2022,Downtown,Low Income
4551471326,07/05/2022,CA,BMW,1001 OLIVE ST S,88.13B+,METER EXP.,63.0,34.04229299997592,-118.2595450005339,2022,Downtown,Above Moderate Income
4555253032,09/17/2022,FL,ALFA,1000 SANTEE ST S,88.13B+,METER EXP.,63.0,34.03888800081987,-118.25496199900118,2022,Downtown,Above Moderate Income
4552538830,08/02/2022,CA,MAZD,864 ALEXANDRIA AVE,80.69B,NO PARKING,73.0,34.08723957087397,-118.29785422655107,2022,East Hollywood,Very Low Income
4541169905,01/04/2022,CA,CHEV,5977 FIGUEROA ST S,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,33.985490913935166,-118.28266400534746,2022,Harvard Park,Very Low Income
4544286040,02/24/2022,CA,NISS,250 5TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.73986879626756,-118.28239233906608,2022,San Pedro,Extremely Low Income
4554747466,08/25/2022,CA,HOND,189 50TH ST E,80.69BS,NO PARK/STREET CLEAN,73.0,33.99741657153471,-118.27589378184396,2022,South Park,Extremely Low Income
4556620865,10/08/2022,CA,KIA,676 SHATTO PL S,22500H,DOUBLE PARKING,68.0,34.06023451361812,-118.29029819083733,2022,Wilshire Center,Extremely Low Income
4541361823,01/04/2022,CA,MERZ,300 BURLINGTON AVE N,80.69BS,NO PARK/STREET CLEAN,73.0,34.06129399951767,-118.26891500021901,2022,Temple-Beaudry,Very Low Income
4546996101,04/20/2022,CA,NISS,8144 DARBY PL,80.58L,PREFERENTIAL PARKING,68.0,34.21848054677454,-118.53258590814718,2022,Reseda,Low Income
4550402894,06/24/2022,CA,TOYT,1600 BRONSON AVE N,80.56E4+,RED ZONE,93.0,34.09993644435521,-118.31796733507255,2022,Hollywood,Low Income
4544325343,02/24/2022,CA,TOYT,1321 MAPLE AVE S,80.69AP+,NO STOP/STANDING,93.0,34.034356082098974,-118.25738753277777,2022,Wholesale District,Very Low Income
4552608093,07/22/2022,CA,BMW,220 GRAND AVE S,5200,DISPLAY OF PLATES,25.0,34.05423033384659,-118.25011300140673,2022,Downtown,Extremely Low Income
4554508593,08/23/2022,CA,BMW,14600 GILMORE ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.18764899942668,-118.45089900125383,2022,Van Nuys,Very Low Income
4551495970,07/05/2022,CA,HOND,320 SIERRA BONITA AV N,80.58L,PREFERENTIAL PARKING,68.0,34.07656253060642,-118.35425181667516,2022,Melrose,Low Income
4555158661,09/15/2022,CA,HOND,2311 BENTLEY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03903538594419,-118.43560589626584,2022,Rancho Park,Low Income
4550195403,06/16/2022,CA,FORD,519 LANDFAIR AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.06839886082625,-118.45089793123636,2022,Westwood,Extremely Low Income
4544936303,03/10/2022,CA,NISS,3425 FLORENCE AVE,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,33.97452050009102,-118.33161799821534,2022,Hyde Park,Extremely Low Income
4549413562,05/19/2022,CA,SUBA,3425 MOTOR AV,80.69BS,NO PARK/STREET CLEAN,73.0,34.027379284934874,-118.4092730399661,2022,Palms,Low Income
4548963053,05/17/2022,CA,TOYT,101 ROSELAWN PL,88.13B+,METER EXP.,63.0,34.10850399900769,-118.19500200179873,2022,Highland Park,Low Income
4551543323,07/09/2022,CA,BMW,121 WINDWARD AVE E,88.13B+,METER EXP.,63.0,33.98790200027978,-118.47189899762381,2022,Venice,Low Income
4542012414,01/14/2022,CA,LEXS,10839 KLING ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.155677198707565,-118.36775894495608,2022,Toluca Lake,Low Income
4549684296,05/27/2022,CA,TOYT,423 SAN PEDRO ST S,80.56E4+,RED ZONE,93.0,34.04519326732,-118.24332466819891,2022,Little Tokyo,Extremely Low Income
4552663603,07/26/2022,CA,TOYT,4365 BURNS AV,80.56E4+,RED ZONE,93.0,34.08768618838009,-118.28842798169488,2022,East Hollywood,Very Low Income
4546106725,03/31/2022,CA,TOYT,10314 HICKORY ST S,80.56E4+,RED ZONE,93.0,33.94295216935005,-118.23586242815632,2022,Watts,Low Income
4548700612,05/11/2022,CA,VOLK,5527 BARTON AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.087585268713255,-118.31194804330374,2022,Melrose,Extremely Low Income
4545808245,03/31/2022,CA,FORD,732 SPRING ST S,80.56E4+,RED ZONE,93.0,34.060498898810835,-118.23756680100824,2022,Chinatown,Extremely Low Income
4555518531,09/10/2022,CA,TOYT,6270 HAZELTINE AVE,80.61,STANDNG IN ALLEY,68.0,34.184658000201956,-118.43998000171082,2022,Valley Glen,Very Low Income
4543183606,02/09/2022,CA,INFI,200 109TH ST E,22500E,BLOCKING DRIVEWAY,68.0,33.93738699810327,-118.27618700434803,2022,Century Palms/Cove,Extremely Low Income
4547564556,04/21/2022,CA,TSMR,630 GAYLEY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.067897531114475,-118.44858400773825,2022,Westwood,Extremely Low Income
4545595961,03/16/2022,CA,NISS,740 CARONDELET ST S,5200,DISPLAY OF PLATES,25.0,34.05771312327139,-118.2814599660735,2022,Westlake,Extremely Low Income
4541526135,01/12/2022,CA,LEXS,8635 LEHIGH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.225935634729026,-118.36988803743633,2022,Sun Valley,Very Low Income
4543845972,02/19/2022,CA,HYUN,3469 CASITAS AVE,5204A-,DISPLAY OF TABS,25.0,34.11916072117225,-118.25548281523237,2022,Atwater Village,Low Income
4545576011,03/22/2022,CA,TOYT,624 17TH ST W,5204A-,DISPLAY OF TABS,25.0,33.728790900662524,-118.2907106834253,2022,San Pedro,Very Low Income
4550013366,07/01/2022,CA,TOYT,6600 YUCCA ST W,80.69AA+,NO STOP/STAND,93.0,34.1032059993598,-118.33333599944396,2022,Hollywood,Extremely Low Income
4550788303,06/18/2022,CA,VOLK,2541 LOMBARDY BLVD,80.56E4+,RED ZONE,93.0,34.07651799930193,-118.1747370015811,2022,El Sereno,Very Low Income
4553035922,08/01/2022,CA,TOYT,1606 66TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.979130692503055,-118.30473440786683,2022,Harvard Park,Very Low Income
4545160852,03/11/2022,CA,TOYT,806 STANLEY AV S,80.58L,PREFERENTIAL PARKING,68.0,34.060658694058496,-118.35668203308128,2022,Miracle Mile,Low Income
4550218271,06/16/2022,CA,TOYT,318 DETROIT ST S,22500H,DOUBLE PARKING,68.0,34.06852076246702,-118.34511155143711,2022,Miracle Mile,Low Income
4556063035,09/28/2022,CA,HOND,11700 INDIAN HILLS ROAD,80.69B,NO PARKING,73.0,34.28151883774121,-118.45892093175745,2022,Mission Hills,Low Income
4543497291,02/17/2022,AR,MERZ,660 SAN PEDRO ST S,80.56E4+,RED ZONE,93.0,34.04129182511653,-118.2461482238139,2022,Wholesale District,Extremely Low Income
4556336514,09/29/2022,CA,AUDI,10601 RIVERSIDE DR,88.13B+,METER EXP.,63.0,34.152198002832705,-118.36148300279625,2022,Toluca Lake,Low Income
4554627486,08/23/2022,CA,JEEP,2500 4TH ST E,80.69AP+,NO STOP/STANDING,93.0,34.04011800019716,-118.2106570024542,2022,Boyle Heights,Very Low Income
4548137646,04/30/2022,OK,NISS,102 HAYWORTH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.07431718103168,-118.36261910114247,2022,Carthay,Above Moderate Income
4544141604,02/26/2022,CA,TOYT,5200 MARATHON ST,80.56E4+,RED ZONE,93.0,34.08490399940808,-118.31136000279886,2022,Melrose,Extremely Low Income
4548108040,05/09/2022,CA,CHEV,940 BAY VIEW AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.78213753762384,-118.27008272944362,2022,Wilmington,Very Low Income
4547867634,04/23/2022,CA,TOYT,725 FIGUEROA ST S,80.69AP+,NO STOP/STANDING,93.0,34.04903606288532,-118.2601752090992,2022,Downtown,Above Moderate Income
4543032163,02/04/2022,CA,MERZ,2350 BENTLEY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03829293824902,-118.43496548298964,2022,Rancho Park,Low Income
4545632733,03/23/2022,CA,TOYT,1822 POMEROY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05696875039542,-118.21185616854903,2022,Boyle Heights,Very Low Income
4554531483,08/22/2022,CA,MERC,341 POINSETTIA PL N,80.69BS,NO PARK/STREET CLEAN,73.0,34.07700814282371,-118.34863826496006,2022,Melrose,Above Moderate Income
4545590523,03/23/2022,IN,CHRY,1869 20TH ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.03814716118953,-118.29969265749857,2022,West Adams,Very Low Income
4550418806,06/21/2022,CA,MERZ,3198 7TH ST W,5200,DISPLAY OF PLATES,25.0,34.059752999744376,-118.29539600123958,2022,Koreatown,Very Low Income
4551775782,07/28/2022,CA,HYUN,955 ARDMORE AV S,80.69BS,NO PARK/STREET CLEAN,73.0,34.08751140780636,-118.30185851155518,2022,Melrose,Extremely Low Income
4543099234,02/07/2022,CA,TOYT,201 BURLINGTON AV S,80.56E4+,RED ZONE,93.0,34.06297900015127,-118.26786499948885,2022,Temple-Beaudry,Very Low Income
4540890922,02/26/2022,FL,JEEP,3101 STRONG'S DR S,88.13B+,METER EXP.,63.0,33.97984482977613,-118.46411015561124,2022,Marina Peninsula,Above Moderate Income
4542926964,03/28/2022,CA,HOND,5100 KLUMP AV,88.13B+,METER EXP.,63.0,34.16297600072914,-118.37574100308778,2022,North Hollywood,Low Income
4548584552,05/10/2022,CA,DODG,500 83RD ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.96320799520911,-118.28270000460788,2022,Vermont Vista,Extremely Low Income
4544271266,02/26/2022,CA,FORD,6600 RESEDA BL,88.13B+,METER EXP.,63.0,34.19022400124117,-118.53602900013898,2022,Reseda,Low Income
4554165070,08/18/2022,CA,CHEV,400 UNION DR,80.56E4+,RED ZONE,93.0,34.059138999650926,-118.26742599969212,2022,Westlake,Extremely Low Income
4541207705,01/03/2022,CA,GMC,3101 7TH ST W,88.13B+,METER EXP.,63.0,34.05977499987195,-118.29163300137378,2022,Wilshire Center,Extremely Low Income
4542093205,01/21/2022,CA,TOYT,3801 WATSEKA AV,5204A-,DISPLAY OF TABS,25.0,34.02429036330326,-118.39678927694841,2022,Palms,Low Income
4553032514,07/27/2022,CA,HYUN,245 SOTO ST N,5204A-,DISPLAY OF TABS,25.0,34.04188980032165,-118.21093580306847,2022,Boyle Heights,Very Low Income
4555310535,09/09/2022,CA,GRUM,255 SANTA FE AVE S,80.56E4+,RED ZONE,93.0,34.04650987399013,-118.23261821752784,2022,Wholesale District,Above Moderate Income
4542134973,01/21/2022,CA,CHEV,3721 DOVER ST,5200,DISPLAY OF PLATES,25.0,34.12347118013397,-118.26314154622337,2022,Atwater Village,Above Moderate Income
4554970851,09/13/2022,CA,AUDI,7414 MELROSE AV W,80.61,STANDNG IN ALLEY,68.0,34.08359329267221,-118.35143454158988,2022,Melrose,Above Moderate Income
4550225665,06/14/2022,CA,HYUN,2800 7TH ST W,88.13B+,METER EXP.,63.0,34.05979200054606,-118.28419800281556,2022,Westlake,Extremely Low Income
4552000552,07/17/2022,CA,MERZ,2100 SAWTELLE BLVD,5204A-,DISPLAY OF TABS,25.0,34.039560999062246,-118.4424450038438,2022,West Los Angeles,Above Moderate Income
4541028026,01/04/2022,CA,HOND,215 2ND ST E,80.56E4+,RED ZONE,93.0,34.051801857906675,-118.24575899805983,2022,Downtown,Low Income
4549058264,05/25/2022,CA,FORD,1600 IRVING TABOR CT,88.13B+,METER EXP.,63.0,33.99035800101052,-118.46369099807583,2022,Venice,Above Moderate Income
4552713211,07/25/2022,CA,NISS,8923 MENLO AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.95616414927428,-118.29042253968838,2022,Vermont Vista,Very Low Income
4548011064,05/10/2022,CA,GMC,1565 COLORADO BLVD,80.73.2,EXCEED 72HRS-ST,68.0,34.13959963684949,-118.20009454768777,2022,Eagle Rock,Above Moderate Income
4542754204,02/03/2022,CA,HOND,13931 SAYRE ST,80.56E4+,RED ZONE,93.0,34.30759215944866,-118.43664372322054,2022,Sylmar,Low Income
4543575142,02/26/2022,CA,HOND,404 FAIRFAX AV N,80.56E4+,RED ZONE,93.0,34.07828797987786,-118.36144144908131,2022,Melrose,Low Income
4549847072,06/11/2022,NM,HOND,5656 FRANKLIN AVE W,80.69C,PARKED OVER TIME LIMIT,58.0,34.10537400034272,-118.3125920027503,2022,Hollywood,Very Low Income
4544964336,03/22/2022,CA,HOND,7200 ROSEWOOD AV,5204A-,DISPLAY OF TABS,25.0,34.08025899954787,-118.34621399926128,2022,Melrose,Above Moderate Income
4543360953,02/14/2022,CA,GMC,6110 WALL ST S,80.69BS,NO PARK/STREET CLEAN,73.0,33.98388283082909,-118.27177500219808,2022,Florence-Firestone,Very Low Income
4542694402,02/08/2022,CA,VOLK,3617 BALDWIN ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.07042461351535,-118.20228287958196,2022,Lincoln Heights,Extremely Low Income
4552730744,07/21/2022,CA,LEXS,10900 OTSEGO ST,5200,DISPLAY OF PLATES,25.0,34.16263700270243,-118.36807500266954,2022,North Hollywood,Very Low Income
4550780415,07/08/2022,CA,KIA,645 NEW HIGH ST,88.13B+,METER EXP.,63.0,34.059083878434166,-118.23910627041298,2022,Chinatown,Extremely Low Income
4549569522,05/24/2022,CA,LEXS,601 MARIPOSA AVE N,5200,DISPLAY OF PLATES,25.0,34.063573999905024,-118.29919700130922,2022,Little Bangladesh,Extremely Low Income
4542678335,02/04/2022,CA,KIA,5000 VINELAND AV,88.53,OFF STR MTR/OUT LINE,58.0,34.16148063803339,-118.37022845920843,2022,North Hollywood,Very Low Income
4543017113,02/15/2022,CA,HOND,2100 JUDSON ST,22502A,18 IN. CURB/2 WAY,63.0,34.053086000165855,-118.20857200304683,2022,Boyle Heights,Very Low Income
4544463803,02/28/2022,CA,BMW,3785 MAPLEWOOD AVE,5200,DISPLAY OF PLATES,25.0,33.99873814384058,-118.4443302853081,2022,Mar Vista,Above Moderate Income
4556049525,09/28/2022,CA,FRHT,502 6TH ST W,80.69AA+,NO STOP/STAND,93.0,34.048052387374206,-118.25420220382958,2022,Downtown,Low Income
4552511541,07/23/2022,CA,NISS,3630 4TH ST W,80.56E4+,RED ZONE,93.0,34.067219126432136,-118.29618262638702,2022,Little Bangladesh,Very Low Income
4551347356,06/30/2022,CA,AUDI,2637 ELLENDALE PL,80.56E4+,RED ZONE,93.0,34.0322362332118,-118.28882000280515,2022,University Park,Extremely Low Income
4550557535,06/15/2022,CA,CHEV,7843 LANKERSHIM BL,80.69BS,NO PARK/STREET CLEAN,73.0,34.21285142778762,-118.38778100399793,2022,Sun Valley,Very Low Income
4550490512,06/08/2022,CA,BUIC,800 SPRING ST S,88.13B+,METER EXP.,63.0,34.04308700021978,-118.25363800033303,2022,Downtown,Very Low Income
4552476924,08/01/2022,CA,HOND,1901 COURT ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.068243999366814,-118.2662709994687,2022,Historic Filipinotown,Very Low Income
4548448063,05/12/2022,CA,TOYT,243 39TH ST W,22500F,PARKED ON SIDEWALK,68.0,34.01229842706805,-118.27729443157881,2022,Exposition Park,Extremely Low Income
4540307166,01/13/2022,MI,FORD,1701 CAHUENGA BL,88.13B+,METER EXP.,63.0,34.1016039990878,-118.3295340011532,2022,Hollywood,Very Low Income
4550759920,06/24/2022,CA,LEXS,300 SWEETZER AVE,80.69C,PARKED OVER TIME LIMIT,58.0,34.07203629734383,-118.37010602709125,2022,Carthay,Above Moderate Income
4550539372,06/12/2022,CA,HYUN,1231 G ST W,80.56E4+,RED ZONE,93.0,33.77772672385986,-118.27707060371618,2022,Wilmington,Very Low Income
4553823750,08/10/2022,CA,ACUR,15314 DICKENS ST W,88.13B+,METER EXP.,63.0,34.152664667887805,-118.46638666489922,2022,Sherman Oaks,Low Income
4549565333,06/13/2022,CA,KIA,1701 MCCADDEN PL N,5204A-,DISPLAY OF TABS,25.0,34.1015529993872,-118.33741899984524,2022,Hollywood,Very Low Income
4540685730,01/11/2022,CA,BMW,704 RIDGELEY DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.062231772808566,-118.35053173839326,2022,Miracle Mile,Above Moderate Income
4550898796,06/25/2022,CA,VOLK,339 WASHINGTON BL W,88.13B+,METER EXP.,63.0,33.980708718989746,-118.4640138075434,2022,Marina Peninsula,Above Moderate Income
4551287160,06/28/2022,CA,TOYT,3221 GRIFFIN AV,80.61,STANDNG IN ALLEY,68.0,34.08254948207961,-118.21189533408484,2022,Lincoln Heights,Above Moderate Income
4543621445,02/12/2022,CA,HYUN,1500 FEDERAL AV,88.13B+,METER EXP.,63.0,34.04556699906627,-118.45472199966319,2022,West Los Angeles,Low Income
4549549631,05/27/2022,CA,KIA,900 HILL ST N,88.13B+,METER EXP.,63.0,34.04302300022418,-118.25712599925589,2022,Downtown,Very Low Income
4552878201,07/25/2022,CA,BMW,300 OMAR AVE,88.13B+,METER EXP.,63.0,34.046680000602045,-118.24105600098396,2022,Little Tokyo,Extremely Low Income
4556057531,09/30/2022,CA,GMC,300 HOPE ST S,5204A-,DISPLAY OF TABS,25.0,34.05371099928326,-118.25227499988421,2022,Downtown,Extremely Low Income
4544647973,03/02/2022,CA,TOYT,1444 SEWARD ST,80.58L,PREFERENTIAL PARKING,68.0,34.09718936343278,-118.33320690967977,2022,Hollywood,Low Income
4553362763,08/06/2022,NV,ACUR,1152 LEMOYNE ST,88.63B+,OFF STR/OVERTIME/MTR,58.0,34.07619137520833,-118.2602210352891,2022,Echo Park,Low Income
4549675115,06/02/2022,CA,JEEP,11804 TENNESSEE PL,80.58L,PREFERENTIAL PARKING,68.0,34.03132248871067,-118.44840755378014,2022,West Los Angeles,Low Income
4551698034,07/05/2022,CA,FORD,17100 MARTHA ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.17358000022706,-118.50610600107737,2022,Encino,Low Income
4555651225,09/23/2022,CA,DODG,1233 BERENDO ST N,80.69BS,NO PARK/STREET CLEAN,73.0,34.09408397938231,-118.29465426684436,2022,East Hollywood,Extremely Low Income
4549437476,05/25/2022,CA,CHEV,9535 FIRTH BLVD,80.69BS,NO PARK/STREET CLEAN,73.0,33.94973183006391,-118.24762850907534,2022,Watts,Extremely Low Income
4542966632,02/07/2022,CA,KIA,2200 CURSON AV S,80.69BS,NO PARK/STREET CLEAN,73.0,34.03791975460583,-118.36412268283497,2022,Cloverdale/Cochran,Low Income
4546775096,04/25/2022,CA,TSMR,6201 WINNETKA AVE,80.69A+,STOP/STAND PROHIBIT,93.0,34.18226500327827,-118.57094799769085,2022,Tarzana,Above Moderate Income
4556077945,09/27/2022,CA,FORD,4316 LOS FELIZ BLVD,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.112416811507565,-118.28458819062196,2022,Los Feliz,Above Moderate Income
4552660114,08/12/2022,CA,BMW,6301 VAN NUYS BL,88.13B+,METER EXP.,63.0,34.184654000167406,-118.44871300312084,2022,Van Nuys,Very Low Income
4548396112,06/06/2022,NY,BMW,1700 ARGYLE AV N,80.56E4+,RED ZONE,93.0,34.10163199949598,-118.32517300194866,2022,Hollywood,Low Income
4544953663,03/10/2022,CA,HOND,147 53RD ST E,80.69BS,NO PARK/STREET CLEAN,73.0,33.99421899841899,-118.27553800481239,2022,South Park,Very Low Income
